"","Date","State.UnionTerritory","ConfirmedIndianNational","ConfirmedForeignNational","Cured","Deaths","Confirmed"
"11352","25-02-2021","Delhi","638373","0","626331","10905",638373
"12352","25-02-2021","Goa","54700","0","53416","789",54700
"13352","25-02-2021","Gujarat","268147","0","261871","4407",268147
"14352","25-02-2021","Haryana","270097","0","266099","3043",270097
"15352","25-02-2021","Himachal Pradesh","58457","0","57233","995",58457
"16352","25-02-2021","Jammu and Kashmir","126093","0","123367","1955",126093
"17352","25-02-2021","Jharkhand","119719","0","118201","1087",119719
"18352","25-02-2021","Karnataka","949183","0","930778","12309",949183
"19352","25-02-2021","Kerala","1045009","0","987720","4136",1045009
"20352","25-02-2021","Lakshadweep","322","0","236","0",322
"21352","25-02-2021","Ladakh","9807","0","9624","130",9807
"22352","25-02-2021","Madhya Pradesh","260313","0","254186","3857",260313
"23352","25-02-2021","Maharashtra","2121119","0","2008623","51937",2121119
"24352","25-02-2021","Manipur","29250","0","28836","373",29250
"25352","25-02-2021","Meghalaya","13958","0","13792","148",13958
"26352","25-02-2021","Mizoram","4413","0","4380","10",4413
"27352","25-02-2021","Nagaland","12192","0","12093","91",12192
"28352","25-02-2021","Odisha","336835","0","334333","1914",336835
"29352","25-02-2021","Puducherry","39656","0","38801","666",39656
"30352","25-02-2021","Punjab","179819","0","170435","5786",179819
"31391","25-02-2021","Rajasthan","319801","0","315812","2785",319801
"32365","25-02-2021","Sikkim","6132","0","5950","135",6132
"33353","25-02-2021","Tamil Nadu","849629","0","833089","12478",849629
"34352","25-02-2021","Telengana","298264","0","294782","1630",298264
"35352","25-02-2021","Tripura","33400","0","32984","391",33400
"36352","25-02-2021","Uttarakhand","97031","0","94850","1690",97031
"37352","25-02-2021","Uttar Pradesh","603103","0","592192","8721",603103
"38352","25-02-2021","West Bengal","574301","0","560668","10256",574301
"31392","26-02-2021","Andhra Pradesh","889585","0","881806","7168",889585
"4353","26-02-2021","Andaman and Nicobar Islands","5016","0","4952","62",5016
"5353","26-02-2021","Arunachal Pradesh","16836","0","16777","56",16836
"6353","26-02-2021","Assam","217484","0","214770","1091",217484
"7353","26-02-2021","Bihar","262418","0","260401","1539",262418
"8353","26-02-2021","Chandigarh","21590","0","20960","351",21590
"9353","26-02-2021","Chhattisgarh","311900","0","305214","3821",311900
"10353","26-02-2021","Dadra and Nagar Haveli","3405","0","3398","2",3405
"11353","26-02-2021","Delhi","638593","0","626519","10905",638593
"12353","26-02-2021","Goa","54771","0","53449","791",54771
"13353","26-02-2021","Gujarat","268571","0","262172","4408",268571
"14353","26-02-2021","Haryana","270263","0","266166","3043",270263
"15353","26-02-2021","Himachal Pradesh","58499","0","57260","995",58499
"16353","26-02-2021","Jammu and Kashmir","126201","0","123426","1955",126201
"17353","26-02-2021","Jharkhand","119795","0","118241","1087",119795
"18353","26-02-2021","Karnataka","949636","0","931725","12316",949636
"19353","26-02-2021","Kerala","1048686","0","992372","4150",1048686
"20353","26-02-2021","Lakshadweep","331","0","244","1",331
"21353","26-02-2021","Ladakh","9814","0","9628","130",9814
"22353","26-02-2021","Madhya Pradesh","260681","0","254387","3859",260681
"23353","26-02-2021","Maharashtra","2129821","0","2012367","51993",2129821
"24353","26-02-2021","Manipur","29253","0","28840","373",29253
"25353","26-02-2021","Meghalaya","13961","0","13793","148",13961
"26353","26-02-2021","Mizoram","4419","0","4382","10",4419
"27353","26-02-2021","Nagaland","12198","0","12094","91",12198
"28353","26-02-2021","Odisha","336924","0","334400","1915",336924
"29353","26-02-2021","Puducherry","39677","0","38814","667",39677
"30353","26-02-2021","Punjab","180382","0","170713","5799",180382
"31393","26-02-2021","Rajasthan","319929","0","315936","2785",319929
"32366","26-02-2021","Sikkim","6133","0","5955","135",6133
"33354","26-02-2021","Tamil Nadu","850096","0","833560","12483",850096
"34353","26-02-2021","Telengana","298453","0","294911","1632",298453
"35353","26-02-2021","Tripura","33407","0","32984","391",33407
"36353","26-02-2021","Uttarakhand","97031","0","94850","1690",97031
"37353","26-02-2021","Uttar Pradesh","603232","0","592327","8723",603232
"38353","26-02-2021","West Bengal","574500","0","560887","10260",574500
"31394","27-02-2021","Andhra Pradesh","889681","0","881877","7169",889681
"4354","27-02-2021","Andaman and Nicobar Islands","5017","0","4952","62",5017
"5354","27-02-2021","Arunachal Pradesh","16836","0","16777","56",16836
"6354","27-02-2021","Assam","217518","0","214792","1092",217518
"7354","27-02-2021","Bihar","262464","0","260493","1540",262464
"8354","27-02-2021","Chandigarh","21659","0","20986","351",21659
"9354","27-02-2021","Chhattisgarh","312179","0","305524","3828",312179
"10354","27-02-2021","Dadra and Nagar Haveli","3406","0","3400","2",3406
"11354","27-02-2021","Delhi","638849","0","626712","10906",638849
"12354","27-02-2021","Goa","54871","0","53490","794",54871
"13354","27-02-2021","Gujarat","269031","0","262487","4408",269031
"14354","27-02-2021","Haryana","270411","0","266264","3044",270411
"15354","27-02-2021","Himachal Pradesh","58543","0","57287","995",58543
"16354","27-02-2021","Jammu and Kashmir","126286","0","123527","1956",126286
"17354","27-02-2021","Jharkhand","119863","0","118284","1087",119863
"18354","27-02-2021","Karnataka","950207","0","932367","12320",950207
"19354","27-02-2021","Kerala","1052357","0","996514","4164",1052357
"20354","27-02-2021","Lakshadweep","333","0","252","1",333
"21354","27-02-2021","Ladakh","9816","0","9632","130",9816
"22354","27-02-2021","Madhya Pradesh","261013","0","254633","3862",261013
"23354","27-02-2021","Maharashtra","2138154","0","2017303","52041",2138154
"24354","27-02-2021","Manipur","29260","0","28850","373",29260
"25354","27-02-2021","Meghalaya","13961","0","13794","148",13961
"26354","27-02-2021","Mizoram","4422","0","4386","10",4422
"27354","27-02-2021","Nagaland","12198","0","12098","91",12198
"28354","27-02-2021","Odisha","337018","0","334463","1915",337018
"29354","27-02-2021","Puducherry","39697","0","38836","667",39697
"30354","27-02-2021","Punjab","181004","0","170968","5814",181004
"31395","27-02-2021","Rajasthan","320078","0","316061","2786",320078
"32367","27-02-2021","Sikkim","6135","0","5955","135",6135
"33355","27-02-2021","Tamil Nadu","850577","0","834043","12488",850577
"34354","27-02-2021","Telengana","298631","0","295059","1633",298631
"35354","27-02-2021","Tripura","33407","0","32984","391",33407
"36354","27-02-2021","Uttarakhand","97031","0","94850","1691",97031
"37354","27-02-2021","Uttar Pradesh","603350","0","592441","8725",603350
"38354","27-02-2021","West Bengal","574716","0","561110","10263",574716
"31396","28-02-2021","Andhra Pradesh","889799","0","881963","7169",889799
"4355","28-02-2021","Andaman and Nicobar Islands","5018","0","4952","62",5018
"5355","28-02-2021","Arunachal Pradesh","16836","0","16777","56",16836
"6355","28-02-2021","Assam","217527","0","214815","1092",217527
"7355","28-02-2021","Bihar","262509","0","260564","1541",262509
"8355","28-02-2021","Chandigarh","21719","0","21011","351",21719
"9355","28-02-2021","Chhattisgarh","312419","0","305819","3833",312419
"10355","28-02-2021","Dadra and Nagar Haveli","3406","0","3400","2",3406
"11355","28-02-2021","Delhi","639092","0","626876","10909",639092
"12355","28-02-2021","Goa","54932","0","53540","794",54932
"13355","28-02-2021","Gujarat","269482","0","262815","4409",269482
"14355","28-02-2021","Haryana","270610","0","266358","3047",270610
"15355","28-02-2021","Himachal Pradesh","58598","0","57311","995",58598
"16355","28-02-2021","Jammu and Kashmir","126383","0","123599","1956",126383
"17355","28-02-2021","Jharkhand","119905","0","118325","1088",119905
"18355","28-02-2021","Karnataka","950730","0","932747","12326",950730
"19355","28-02-2021","Kerala","1056149","0","1001164","4182",1056149
"20355","28-02-2021","Lakshadweep","359","0","260","1",359
"21355","28-02-2021","Ladakh","9818","0","9634","130",9818
"22355","28-02-2021","Madhya Pradesh","261403","0","254874","3863",261403
"23355","28-02-2021","Maharashtra","2146777","0","2020951","52092",2146777
"24355","28-02-2021","Manipur","29271","0","28854","373",29271
"25355","28-02-2021","Meghalaya","13961","0","13796","148",13961
"26355","28-02-2021","Mizoram","4423","0","4388","10",4423
"27355","28-02-2021","Nagaland","12199","0","12098","91",12199
"28355","28-02-2021","Odisha","337104","0","334519","1915",337104
"29355","28-02-2021","Puducherry","39717","0","38852","668",39717
"30355","28-02-2021","Punjab","181597","0","171336","5825",181597
"31397","28-02-2021","Rajasthan","320180","0","316139","2787",320180
"32368","28-02-2021","Sikkim","6137","0","5958","135",6137
"33356","28-02-2021","Tamil Nadu","851063","0","834534","12493",851063
"34355","28-02-2021","Telengana","298807","0","295222","1634",298807
"35355","28-02-2021","Tripura","33417","0","32985","391",33417
"36355","28-02-2021","Uttarakhand","97031","0","94850","1692",97031
"37355","28-02-2021","Uttar Pradesh","603427","0","592556","8725",603427
"38355","28-02-2021","West Bengal","574926","0","561327","10266",574926
"31398","01-03-2021","Andhra Pradesh","889916","0","882029","7169",889916
"4356","01-03-2021","Andaman and Nicobar Islands","5020","0","4952","62",5020
"5356","01-03-2021","Arunachal Pradesh","16836","0","16780","56",16836
"6356","01-03-2021","Assam","216445","0","214830","1092",216445
"7356","01-03-2021","Bihar","262534","0","260594","1541",262534
"8356","01-03-2021","Chandigarh","21770","0","21037","352",21770
"9356","01-03-2021","Chhattisgarh","312560","0","305951","3835",312560
"10356","01-03-2021","Dadra and Nagar Haveli","3406","0","3400","2",3406
"11356","01-03-2021","Delhi","639289","0","627044","10910",639289
"12356","01-03-2021","Goa","54986","0","53585","795",54986
"13356","01-03-2021","Gujarat","269889","0","263116","4410",269889
"14356","01-03-2021","Haryana","270784","0","266461","3048",270784
"15356","01-03-2021","Himachal Pradesh","58645","0","57332","995",58645
"16356","01-03-2021","Jammu and Kashmir","126441","0","123661","1957",126441
"17356","01-03-2021","Jharkhand","119949","0","118365","1090",119949
"18356","01-03-2021","Karnataka","951251","0","933097","12331",951251
"19356","01-03-2021","Kerala","1059403","0","1005497","4197",1059403
"20356","01-03-2021","Lakshadweep","382","0","261","1",382
"21356","01-03-2021","Ladakh","9818","0","9635","130",9818
"22356","01-03-2021","Madhya Pradesh","261766","0","255117","3864",261766
"23356","01-03-2021","Maharashtra","2155070","0","2024704","52154",2155070
"24356","01-03-2021","Manipur","29273","0","28867","373",29273
"25356","01-03-2021","Meghalaya","13962","0","13797","148",13962
"26356","01-03-2021","Mizoram","4423","0","4393","10",4423
"27356","01-03-2021","Nagaland","12200","0","12102","91",12200
"28356","01-03-2021","Odisha","337191","0","334571","1916",337191
"29356","01-03-2021","Puducherry","39725","0","38872","668",39725
"30356","01-03-2021","Punjab","182176","0","171712","5832",182176
"31399","01-03-2021","Rajasthan","320336","0","316241","2787",320336
"32369","01-03-2021","Sikkim","6145","0","5964","135",6145
"33357","01-03-2021","Tamil Nadu","851542","0","835024","12496",851542
"34356","01-03-2021","Telengana","298923","0","295387","1634",298923
"35356","01-03-2021","Tripura","33417","0","32987","391",33417
"36356","01-03-2021","Uttarakhand","97031","0","94850","1692",97031
"37356","01-03-2021","Uttar Pradesh","603527","0","592699","8725",603527
"38356","01-03-2021","West Bengal","575118","0","561543","10268",575118
"31400","02-03-2021","Andhra Pradesh","889974","0","882080","7169",889974
"4357","02-03-2021","Andaman and Nicobar Islands","5020","0","4952","62",5020
"5357","02-03-2021","Arunachal Pradesh","16837","0","16780","56",16837
"6357","02-03-2021","Assam","217570","0","214846","1093",217570
"7357","02-03-2021","Bihar","262556","0","260645","1541",262556
"8357","02-03-2021","Chandigarh","21839","0","21056","353",21839
"9357","02-03-2021","Chhattisgarh","312816","0","306094","3842",312816
"10357","02-03-2021","Dadra and Nagar Haveli","3406","0","3400","2",3406
"11357","02-03-2021","Delhi","639464","0","627149","10911",639464
"12357","02-03-2021","Goa","55026","0","53647","796",55026
"13357","02-03-2021","Gujarat","270316","0","263475","4410",270316
"14357","02-03-2021","Haryana","270950","0","266612","3050",270950
"15357","02-03-2021","Himachal Pradesh","58777","0","57347","996",58777
"16357","02-03-2021","Jammu and Kashmir","126504","0","123717","1958",126504
"17357","02-03-2021","Jharkhand","119986","0","118411","1090",119986
"18357","02-03-2021","Karnataka","951600","0","933421","12336",951600
"19357","02-03-2021","Kerala","1061341","0","1008972","4210",1061341
"20357","02-03-2021","Lakshadweep","397","0","268","1",397
"21357","02-03-2021","Ladakh","9819","0","9643","130",9819
"22357","02-03-2021","Madhya Pradesh","262102","0","255336","3865",262102
"23357","02-03-2021","Maharashtra","2161467","0","2030458","52184",2161467
"24357","02-03-2021","Manipur","29274","0","28871","373",29274
"25357","02-03-2021","Meghalaya","13963","0","13798","148",13963
"26357","02-03-2021","Mizoram","4426","0","4396","10",4426
"27357","02-03-2021","Nagaland","12200","0","12102","91",12200
"28357","02-03-2021","Odisha","337277","0","334647","1916",337277
"29357","02-03-2021","Puducherry","39734","0","38888","669",39734
"30357","02-03-2021","Punjab","182809","0","172106","5850",182809
"31401","02-03-2021","Rajasthan","320455","0","316364","2787",320455
"32370","02-03-2021","Sikkim","6145","0","5965","135",6145
"33358","02-03-2021","Tamil Nadu","852016","0","835506","12501",852016
"34357","02-03-2021","Telengana","299086","0","295544","1635",299086
"35357","02-03-2021","Tripura","33420","0","32987","391",33420
"36357","02-03-2021","Uttarakhand","97031","0","94880","1692",97031
"37357","02-03-2021","Uttar Pradesh","603608","0","592803","8727",603608
"38357","02-03-2021","West Bengal","575316","0","561755","10268",575316
"31402","03-03-2021","Andhra Pradesh","890080","0","882137","7169",890080
"4358","03-03-2021","Andaman and Nicobar Islands","5020","0","4952","62",5020
"5358","03-03-2021","Arunachal Pradesh","16838","0","16780","56",16838
"6358","03-03-2021","Assam","217585","0","214860","1093",217585
"7358","03-03-2021","Bihar","262597","0","260687","1541",262597
"8358","03-03-2021","Chandigarh","21906","0","21080","354",21906
"9358","03-03-2021","Chhattisgarh","313032","0","306352","3844",313032
"10358","03-03-2021","Dadra and Nagar Haveli","3408","0","3400","2",3408
"11358","03-03-2021","Delhi","628770","0","627227","10911",628770
"12358","03-03-2021","Goa","55073","0","53695","796",55073
"13358","03-03-2021","Gujarat","270770","0","263837","4411",270770
"14358","03-03-2021","Haryana","271125","0","266725","3052",271125
